animal,session,start,duration_s,crosses_midnight,pc_steps_inside,mid_anchor_resid_ms,n_anchors,n_garbage_dropped,n_native_start,n_native_end,start_delay_ms,off_start_ms,n_borrowed,borrowed_from,gap_to_next_s,n_kept,drift_native_ppm,drift_native_sem_ppm,native_residual_ms,tail_extrap_h,tail_extrap_unc_ms,drift_chained_ppm,chain_unc_ppm,chain_span_s,start_vs_prev_ms,end_vs_next_ms,verdict,step_note
SF12,1_20260831_071033.005,2026-08-31 07:10:33.005,476.275,False,,,122029,0,20614,32791,56,,0,,16.3,,,,,,,,,0.0,,,corrupt,
SF12,2_20260831_071845.540,2026-08-31 07:18:45.540,14921.318,False,,,5410285,0,8,5157,2821,,0,,28074.2,,,,,,,,,0.0,,,corrupt,
SF12,1_20260831_191521.024,2026-08-31 19:15:21.024,35.776,False,,,9,0,9,9,1548,370,10,next:10,16.6,,,,,,,-113.7,22050.8,68.0,,-6,OK-chained,
SF12,2_20260831_191613.417,2026-08-31 19:16:13.417,18864.026,True,,0.03h:+2 0.03h:+21 0.04h:-54 0.69h:+18 0.69h:-122 0.69h:+20 0.69h:+15 0.70h:+5 0.70h:+10 0.70h:+10 0.70h:-50 0.70h:+5 0.70h:+24 0.70h:+18 0.71h:+4 0.71h:+13 0.71h:+17 0.71h:+9 0.71h:-6 0.71h:+3 0.71h:+3 0.72h:+1 0.72h:+12 0.72h:+8 0.72h:+9 0.72h:-116 0.72h:-13 0.72h:+11 0.73h:+12 0.73h:+3 0.73h:-12 0.73h:+9 0.73h:-12 0.73h:+11 0.73h:+22 0.73h:+12 0.74h:+8 0.74h:+2 0.74h:+0 0.74h:+23 0.74h:+10 0.74h:-14 0.74h:-11 0.75h:-158 0.75h:-7 0.75h:-165 1.79h:+18 1.79h:-23 1.79h:+7 1.79h:+3 1.79h:+17 1.79h:+3 1.80h:-57 1.80h:+17 1.80h:+3 1.80h:+3 1.80h:+3 1.80h:+6 1.80h:+2 1.81h:+1 1.81h:-8 1.81h:+12 1.81h:-106 1.81h:+13 1.81h:+8 1.81h:+8 1.82h:-1 1.82h:-22 1.82h:-3 1.82h:-38 1.82h:+13 1.82h:+7 1.82h:-3 1.82h:+23 1.83h:+13 1.83h:+22 1.83h:+11 1.83h:-11 1.83h:+1 1.83h:+4 1.83h:-35 1.84h:-27 1.84h:+13 1.84h:-46 1.84h:+17 1.84h:-4587 1.84h:+8 1.85h:+23 1.85h:-1 1.85h:+7 1.85h:+7 1.85h:+8 1.86h:+13 1.86h:+13 1.86h:-0 1.86h:+13 1.86h:+9 1.86h:+2 1.86h:+18 1.87h:-628 1.87h:-923 1.87h:+17 1.87h:-1603 1.87h:-37 1.87h:+7 1.87h:+14 1.87h:+15 1.88h:+22 1.88h:+22 1.88h:-556 1.88h:-10 1.88h:-38 1.88h:-47 1.88h:-1 1.89h:+6 1.89h:+7 1.89h:+16 1.89h:-7 1.89h:+2 1.89h:+4 1.89h:+8 1.90h:+11 1.90h:+5 1.90h:-2720 1.90h:-1696 1.90h:-75 1.90h:-438 1.91h:-299 1.91h:-158 1.91h:+3,142,0,10,2,1004,364,0,,13.4,129,-18.8,0.8,25.3,,,,,0.0,-7,+0,OK-native,
SF12,3_20260901_003050.862,2026-09-01 00:30:50.862,16005.184,False,,,11,0,10,0,1400,13,0,,2978.7,,,,,,,,,0.0,+0,,one-end-only,
SF12,4_20260901_054714.722,2026-09-01 05:47:14.722,109.99,False,,,8,0,8,8,1227,1014,0,,8070.0,,,,,,,,,0.0,,-475,one-end-only,
SF12,0_20260901_080334.683,2026-09-01 08:03:34.683,18514.624,False,2026-09-01 13:09:12:+2.549s@18337s,,10,0,7,2,564,539,15,next:15,14.1,,,,,,,-20.8,80.8,18556.7,-475,+123775,OK-chained,
SF12,1_20260901_131223.398,2026-09-01 13:12:23.398,14804.467,False,,2.02h:+7 2.02h:+6 2.03h:-33 2.03h:+34 2.03h:+3 2.03h:+21 2.03h:-18 2.03h:-9 2.03h:-17 2.04h:-18 2.04h:-14 2.05h:+15 2.06h:+18,32,0,15,4,1098,2701,0,,17.1,29,-17.7,1.5,39.7,,,,,0.0,+123775,-0,OK-native,
SF12,2_20260901_171924.960,2026-09-01 17:19:24.960,3852.928,False,,,14,0,8,6,231,2427,0,,4869.9,13,-25.7,3.6,22.9,,,,,0.0,-0,-1369,OK-native,
SF12,3_20260901_194447.773,2026-09-01 19:44:47.773,38.579,False,,,8,0,8,8,238,978,10,next:10,9.6,,,,,,,71.1,22423.4,66.9,-1368,+5,OK-chained,
SF12,4_20260901_194535.925,2026-09-01 19:45:35.925,66.419,False,,,10,0,10,10,238,983,0,,536.8,,,,,,,,,0.0,+5,-690,one-end-only,
SF12,5_20260901_195539.194,2026-09-01 19:55:39.194,32.115,False,,,8,0,8,8,40,292,8,next:8,9.8,,,,,,,-12.2,28228.2,53.1,-690,-1,OK-chained,
SF12,6_20260901_195621.144,2026-09-01 19:56:21.144,12615.014,False,,,10,0,8,2,450,292,10,next:10,15.0,,,,,,,-20.7,118.6,12647.9,-1,+7,OK-chained,
SF12,7_20260901_232651.122,2026-09-01 23:26:51.122,25407.219,True,,,20,0,10,10,0,29,0,,13.9,20,-20.5,0.2,10.6,,,,,0.0,+7,+19,OK-native,
SF12,8_20260902_063032.282,2026-09-02 06:30:32.282,4012.25,False,,,9,0,9,0,403,-478,0,,1198.4,,,,,,,,,0.0,+19,,one-end-only,
SF12,9_20260902_075722.923,2026-09-02 07:57:22.923,12.864,False,,,4,0,4,4,58,480,0,,2366.3,,,,,,,,,0.0,,-185,one-end-only,
SF12,10_20260902_083702.135,2026-09-02 08:37:02.135,32.896,False,,,8,0,8,8,496,295,9,next:9,13.8,,,,,,,-77.1,25522.6,58.8,-185,-5,OK-chained,
SF12,11_20260902_083748.804,2026-09-02 08:37:48.804,34989.606,False,,3.48h:-1 3.48h:-7 3.49h:+4 3.49h:+13 3.49h:-14 3.49h:+3 3.49h:+14 3.49h:-17 3.49h:+10 3.49h:+13 3.50h:-13 3.50h:+3 3.50h:-0 3.50h:-17 3.50h:+5 3.50h:+14 3.50h:-14,30,0,9,4,1518,290,0,,1967.8,29,-19.2,0.2,9.6,,,,,0.0,-5,+760,OK-native,
SF12,12_20260902_185346.222,2026-09-02 18:53:46.222,4.198,False,,,2,0,2,2,0,376,0,,976.4,,,,,,,,,0.0,,+3,one-end-only,
SF12,13_20260902_191006.815,2026-09-02 19:10:06.815,47.834,False,,,10,0,10,10,124,379,8,next:8,8.6,,,,,,,12.1,22297.1,67.3,+3,+1,OK-chained,
SF12,14_20260902_191103.245,2026-09-02 19:11:03.245,18674.624,True,,4.68h:-17 4.68h:-7 4.68h:-12 4.68h:+12 4.68h:-28 4.69h:-12 4.69h:+11 4.69h:-6 4.69h:-11 4.69h:-9 4.69h:-6 4.69h:-11 4.70h:+12 4.70h:-30 4.70h:-14 4.70h:-15 4.70h:-11 4.70h:-12 4.70h:+12 4.71h:-10 4.71h:-11 4.71h:-14 4.71h:-11 4.71h:-21 4.71h:-12 4.71h:-14 4.72h:-14,54,0,8,19,0,380,0,,10.3,53,-21.2,0.3,13.9,,,,,0.0,+1,+2,OK-native,
SF12,15_20260903_002228.142,2026-09-03 00:22:28.142,23351.859,False,,5.60h:-18 5.60h:+11 6.43h:-11 6.43h:+6 6.43h:-3 6.43h:+10 6.43h:+2 6.44h:-3 6.44h:+17 6.44h:+0 6.44h:+5 6.44h:+10 6.44h:+2 6.44h:-4 6.45h:-9 6.45h:-0 6.45h:+17 6.45h:+28 6.45h:-5 6.45h:-7,59,0,15,24,1250,-4,0,,2691.7,58,-20.6,0.2,11.7,,,,,0.0,+2,+843,OK-native,
SF12,1_20260903_073631.699,2026-09-03 07:36:31.699,3.802,False,,,1,0,1,1,248,355,0,,1916.6,,,,,,,,,0.0,,,no-anchors,
SF12,2_20260903_080832.082,2026-09-03 08:08:32.082,43.418,False,,,10,0,10,10,1263,928,15,next:15,9.0,,,,,,,-36.1,18155.3,82.6,+573,-4,OK-chained,
SF12,3_20260903_080924.473,2026-09-03 08:09:24.473,31563.379,False,2026-09-03 13:56:01:+1.280s@20797s,6.54h:-2 6.55h:+2 6.55h:+5 6.55h:+3 6.55h:+1 6.55h:+17 6.55h:+3 6.55h:+9 6.56h:+15 6.56h:+9 6.56h:+4 6.56h:+13 6.56h:+3 6.56h:+6 6.56h:+4 6.57h:+13 6.57h:+5 6.57h:+7 6.57h:+8 6.57h:+9 6.57h:+1 6.57h:-1 6.58h:-8 6.58h:-0 6.58h:+1 6.58h:+7 6.58h:+1 6.58h:-11 6.58h:+0 6.59h:-3 6.59h:+7 6.59h:+5,62,0,15,15,2532,924,0,,2395.7,62,-17.2,0.1,8.9,,,,,0.0,-4,+495,OK-native (PC step modelled),
SF12,0_20260903_173523.573,2026-09-03 17:35:23.573,4.838,False,,,3,0,3,3,288,872,0,,333.1,,,,,,,,,0.0,+495,-158,one-end-only,
SF12,1_20260903_174101.465,2026-09-03 17:41:01.465,4.531,False,,,2,0,2,2,660,714,0,,1664.3,,,,,,,,,0.0,,-259,one-end-only,
SF12,2_20260903_180850.290,2026-09-03 18:08:50.290,35.904,False,,,8,0,8,8,34,455,18,next:18,9.6,,,,,,,-191.9,17794.0,84.3,-259,-12,OK-chained,
SF12,3_20260903_180935.835,2026-09-03 18:09:35.835,46200.32,True,,6.12h:-13 6.12h:-23 6.12h:-18 6.13h:-27 6.13h:+0 6.14h:-43 6.14h:+12 6.14h:+7 6.14h:+2 6.14h:+13 6.14h:+7 6.14h:+6 6.15h:+6 6.15h:+10 6.15h:-2 6.15h:-32 6.15h:-3 6.15h:+11 6.15h:+2 6.16h:-39 6.16h:+4 6.16h:-2 6.16h:-37 6.16h:+10 6.16h:+6 6.16h:+9 6.17h:+7 6.17h:+13 6.17h:+1 6.17h:-1 6.17h:+9 6.17h:+4 6.17h:+2 6.18h:+1 6.18h:-2,97,0,18,44,0,443,0,,5301.3,97,-19.6,0.2,13.2,6.27,3.4,,,0.0,-12,,"OK-native [last touch 6.6 h, tail 6.3 h extrapolated]",
SF12,4_20260904_082757.469,2026-09-04 08:27:57.469,31.232,False,,,7,0,7,7,891,111,14,next:14,8.3,,,,,,,-86.9,22764.8,65.9,,-8,OK-chained,
SF12,5_20260904_082836.973,2026-09-04 08:28:36.973,40274.675,False,,4.44h:+1 4.44h:+11 4.44h:-2 4.45h:-1 4.45h:+10 4.45h:+4 4.45h:-0 4.45h:+4 4.45h:-1 4.45h:+0 4.46h:+10 4.46h:+1 4.46h:-0 4.46h:+9 4.46h:-2 4.46h:+3 4.46h:+9 4.47h:+1 4.47h:-4 4.47h:+11 4.47h:-8 4.47h:+3 4.47h:+3 4.47h:+3 4.47h:-0 4.48h:+5 4.48h:+1 7.99h:+1 7.99h:+8 7.99h:+11 7.99h:+3 7.99h:+15 7.99h:+11 8.00h:+7 8.00h:+3 8.00h:-7 8.00h:-2 8.00h:+3 8.00h:+7 8.00h:+12 8.00h:-8 9.42h:-2 9.42h:+9 9.42h:-1 9.42h:+11 9.43h:-11 9.43h:-2 9.43h:+15 9.43h:+5 9.43h:+4 9.43h:-0 9.43h:+9 9.44h:+3 9.44h:+8 9.44h:-14 9.44h:+7 9.44h:+12 9.44h:-8 9.44h:+3 9.45h:+2 9.45h:-16 9.45h:+7 9.45h:+12 9.45h:+4 9.45h:+10 9.45h:+3 9.46h:-1 9.46h:+11 9.46h:+10 9.46h:-10 9.46h:-3 9.46h:+0 9.46h:+1 9.47h:+14 9.47h:+9 9.47h:-1 9.47h:+13 9.47h:-84,107,0,14,15,631,103,0,,2021.7,106,-19.5,0.1,11.7,,,,,0.0,-8,+1692,OK-native,
SF12,6_20260904_201333.325,2026-09-04 20:13:33.325,5.773,False,,,3,0,3,3,1525,1013,0,,1010.9,,,,,,,,,0.0,+1692,-183,one-end-only,
SF12,7_20260904_203029.951,2026-09-04 20:30:29.951,53.747,False,,,12,0,12,12,1319,830,14,next:14,7.0,,,,,,,-48.5,16666.2,90.0,-183,-4,OK-chained,
SF12,8_20260904_203130.725,2026-09-04 20:31:30.725,43364.262,True,,4.19h:-17 4.19h:-20 4.19h:-20 4.20h:-28 4.20h:-23 4.20h:-19 4.20h:-28 4.20h:-1 4.20h:-22 4.20h:-11 4.20h:-2 4.21h:-38 4.21h:-9 10.75h:+0 10.75h:-23 10.75h:-19 10.76h:-19 10.76h:-24 10.76h:-20 10.76h:-27 10.76h:-25 10.76h:-11 10.76h:-19 10.77h:-23 10.77h:-64 10.77h:-70 10.77h:-29 10.77h:-23 10.77h:-37 10.77h:+13 10.78h:-14 10.78h:-42 10.78h:-12 10.78h:-18 10.78h:-18 10.78h:-36 10.78h:-24 10.79h:-37 10.79h:-21 10.79h:-3 10.79h:-38 10.79h:-75 10.79h:-39 10.79h:-21 10.80h:+6 10.80h:-32 10.80h:-29 10.80h:+7 10.80h:+11 10.80h:-18 10.80h:-9 10.80h:-25 10.81h:-27 10.81h:-39 10.81h:-34 10.81h:-21 10.81h:-23 10.81h:-15 10.81h:+1 10.82h:-22 10.82h:+8 10.82h:-8 10.82h:-22 10.82h:-14 10.82h:-29 10.82h:-10 10.83h:-22 10.83h:+2 10.83h:-6 10.83h:-6 10.83h:+10 10.83h:-38 10.83h:+3 10.84h:-2 10.84h:-5 10.84h:+8 10.84h:-1 10.84h:-15 10.84h:+10 10.84h:+9 10.85h:-11 10.85h:-33 10.85h:-14 10.85h:+10 10.85h:-2 10.85h:+7 10.85h:+6 10.85h:+2 10.86h:-4 10.86h:+10 10.86h:+10 10.86h:+7 10.86h:+6 10.86h:+1 10.86h:+15 10.87h:+4 10.87h:-4 10.87h:+5 10.87h:+8 10.87h:-2 10.87h:+8 10.87h:+10 10.88h:-6 10.88h:-10 10.88h:+14 10.88h:-6 10.88h:+4 10.88h:+12 10.88h:+6 10.89h:+11 10.89h:+8 10.89h:+14 10.89h:+7 10.89h:+9 10.89h:+6 10.89h:+11 10.90h:+10 10.90h:+6 10.90h:+3 10.90h:+9 10.90h:-2 10.90h:+10 10.90h:+10 10.90h:+8 10.91h:+13 10.91h:+7 10.91h:+2 10.91h:+3 10.91h:+3 10.91h:+5 10.91h:+8 10.92h:-2 10.92h:+12 10.92h:+15 10.92h:+17 10.92h:+7 10.92h:+5 10.92h:-1 10.93h:+9 10.93h:-2 10.93h:+0 10.93h:-2 10.93h:+4 10.93h:-6 10.93h:+6 10.94h:+8 10.94h:-2 10.94h:+11 10.94h:+5 10.94h:+9 10.94h:+5 10.94h:+0 10.95h:-1 10.95h:+13 10.95h:+11 10.95h:+9 10.95h:+15 10.95h:+6 10.95h:+4 10.95h:+5 10.96h:+11 10.96h:+8 10.96h:+15 10.96h:+6 10.96h:+4 10.96h:+6 10.96h:-2 10.97h:+1 10.97h:+13 10.97h:+2 10.97h:+5 10.97h:+15 10.97h:+1 10.97h:+16 10.98h:+9 10.98h:+1 10.98h:-0 10.98h:+13 10.98h:+2 10.98h:+7 10.98h:+4 10.99h:+11 10.99h:+7 10.99h:+12 10.99h:-1 10.99h:+12 10.99h:+3 10.99h:-6 11.00h:+15 11.00h:+10 11.00h:+5 11.00h:+3 11.00h:-3 11.00h:+7 11.00h:-10 11.00h:-0 11.01h:+10 11.01h:+2 11.01h:+13 11.01h:+11 11.01h:+12 11.01h:+5 11.01h:+5 11.02h:+3 11.02h:+7 11.02h:+8 11.02h:+3 11.02h:+17 11.02h:+8 11.02h:+10 11.03h:+2 11.03h:+8 11.03h:+2 11.03h:-0 11.03h:+5 11.03h:+9 11.03h:-2 11.04h:+9 11.04h:+3 11.04h:+11 11.04h:+13 11.04h:+4 11.04h:+0 11.04h:+12 11.05h:+2 11.05h:-8 11.05h:+15 11.05h:+12 11.05h:+1 11.05h:-18 11.05h:+4 11.05h:+5 11.06h:+14 11.06h:+5 11.06h:+4 11.06h:+2 11.06h:+4 11.06h:+4 11.06h:+15 11.07h:-16 11.07h:+4 11.07h:+14 11.07h:+5 11.07h:+4 11.07h:+14 11.07h:+5 11.08h:+4 11.08h:+13 11.08h:+9 11.08h:-6 11.08h:+11 11.08h:+4 11.08h:+14 11.09h:+11 11.09h:+1 11.09h:+16 11.09h:+12 11.09h:+3 11.09h:+3 11.09h:+13 11.10h:+2 11.10h:-0 11.10h:+15 11.10h:+11 11.10h:+5 11.10h:+12 11.10h:+3 11.10h:+9 11.11h:+3 11.11h:+6 11.11h:+15 11.11h:+14 11.11h:+6 11.11h:+2 11.11h:+16 11.12h:+5 11.12h:+9 11.12h:+13 11.12h:+9 11.12h:+2 11.12h:+11 11.12h:+10 11.13h:+3 11.13h:+12 11.13h:-1 11.13h:-3 11.13h:+10 11.13h:+10 11.13h:+6 11.14h:+13 11.14h:+4 11.14h:+1 11.14h:-13 11.14h:+3 11.14h:-1 11.14h:+12 11.15h:+2 11.15h:-3 11.15h:+11 11.15h:+3 11.15h:+8 11.15h:+8 11.15h:+3 11.15h:+7 11.16h:+11 11.16h:-1 11.16h:+15 11.16h:+8 11.16h:+13 11.16h:+6 11.16h:+7 11.17h:+1 11.17h:+8 11.17h:+7 11.17h:+5 11.17h:+17 11.17h:+7 11.17h:+15 11.18h:+12 11.18h:+8 11.18h:+3 11.18h:+11 11.18h:+9 11.18h:+5 11.18h:+5 11.19h:+7 11.19h:+1 11.19h:+12 11.19h:+16 11.19h:+12 11.19h:-7 11.19h:+13 11.20h:+9 11.20h:+2 11.20h:-12 11.20h:+6 11.20h:+1 11.20h:+13 11.20h:-0 11.20h:+6 11.21h:+7 11.21h:+5 11.21h:+5 11.21h:+14 11.21h:+7 11.21h:+3 11.21h:+8 11.22h:+4 11.22h:+5 11.22h:+16 11.22h:+9 11.22h:+5 11.22h:+15 11.22h:+12 11.23h:+11 11.23h:+14 11.23h:+11 11.23h:+4 11.23h:+16 11.23h:+10 11.23h:+5 11.61h:-6 11.62h:-17 11.62h:+16 11.62h:-7 11.62h:-10 11.62h:+8 11.62h:-13 11.62h:-13 11.63h:-0 11.63h:-12 11.63h:-13 11.63h:+7 11.63h:-0 11.63h:-5 11.63h:+3 11.64h:-11 11.64h:-10 11.64h:+7 11.64h:-2 11.64h:-3 11.64h:-17 11.64h:-12 11.65h:-19,414,0,14,16,0,826,0,,3007.5,414,-19.8,0.1,14.3,,,,,0.0,-4,,OK-native,
SF12,0_20260905_092422.513,2026-09-05 09:24:22.513,4.838,False,,,481,0,481,481,90,,0,,1157.8,,,,,,,,,0.0,,,corrupt,
SF12,1_20260905_094345.171,2026-09-05 09:43:45.171,60.083,False,,,12,0,12,12,205,474,15,next:15,9.3,,,,,,,147.5,14973.4,100.2,,+16,OK-chained,
SF12,2_20260905_094454.579,2026-09-05 09:44:54.579,29821.402,False,,4.69h:+0 4.69h:+2 4.69h:+13 4.69h:+7 4.70h:+5 4.70h:-5 4.70h:-12 4.70h:-4 4.70h:-1 4.70h:-19 4.70h:+4 4.71h:-7 4.71h:-6 4.71h:+1 4.71h:-3 4.71h:-6 4.71h:+4 4.71h:+2 4.72h:+4 4.72h:+4 4.72h:+0 4.72h:+10 4.72h:+11 7.77h:+3 7.77h:+4 7.77h:-7 7.77h:+7 7.77h:+14 7.77h:+2 7.77h:+4 7.78h:+2 7.78h:+3 7.78h:+1 7.78h:+3 7.78h:-5 7.78h:+0 7.78h:+1 7.79h:-5,68,0,15,15,0,490,0,,2004.3,68,-17.8,0.1,10.3,,,,,0.0,+16,,OK-native,
SF12,0_20260905_183520.265,2026-09-05 18:35:20.265,14.515,False,,,884,0,884,884,61,,0,,418.2,,,,,,,,,0.0,,,corrupt,
SF12,1_20260905_184232.979,2026-09-05 18:42:32.979,3.354,False,,,2,0,2,2,728,-1050,0,,1108.2,,,,,,,,,0.0,,+1330,one-end-only,
SF12,2_20260905_190104.519,2026-09-05 19:01:04.519,1.267,False,,,2,0,2,2,30,280,0,,25.9,,,,,,,,,0.0,,+516,one-end-only,
SF12,3_20260905_190131.729,2026-09-05 19:01:31.729,61.875,False,,,13,0,13,13,778,796,14,next:14,7.2,,,,,,,4.3,15610.8,96.1,+515,+0,OK-chained,
SF12,4_20260905_190240.835,2026-09-05 19:02:40.835,42857.946,True,,5.54h:+3 5.54h:+6 5.55h:-13 5.55h:-15 5.55h:-5 5.55h:-9 5.55h:-18 5.55h:-42 5.55h:-91 5.56h:-13 5.56h:-30 5.56h:-23 5.56h:-21 11.78h:+5 11.78h:+13 11.78h:-14 11.78h:+16 11.78h:+19 11.79h:+21 11.79h:+20 11.79h:-17 11.79h:-12 11.79h:+19 11.79h:+15 11.79h:+7 11.80h:+18 11.80h:+15 11.80h:-10 11.80h:+5 11.80h:+13 11.80h:+6 11.80h:-5 11.81h:+12 11.81h:-10 11.81h:+17 11.81h:+12 11.81h:+7 11.81h:+15 11.81h:+10 11.82h:+10 11.82h:+6,68,0,14,13,333,796,0,,3182.5,67,-20.1,0.1,18.7,,,,,0.0,+1,+242,OK-native,
SF12,5_20260906_075001.232,2026-09-06 07:50:01.232,7.27,False,,,4,0,4,4,1528,151,0,,1142.0,,,,,,,,,0.0,+242,+96,one-end-only,
SF12,6_20260906_080910.472,2026-09-06 08:09:10.472,31.821,False,,,8,0,8,8,69,247,18,next:18,8.8,,,,,,,-13.3,18942.7,79.2,+96,-1,OK-chained,
SF12,7_20260906_080951.055,2026-09-06 08:09:51.055,39582.349,False,,7.54h:-7 7.54h:+7 7.54h:+24 7.54h:-13 7.54h:+12 7.54h:+22 7.54h:-22 7.55h:+18 7.55h:+23 7.55h:-12 7.55h:+11 7.55h:+6 7.55h:-42 7.55h:+18 7.56h:+10 7.56h:-26 7.56h:+11 10.96h:+13 10.96h:-20 10.96h:-12,62,0,18,24,0,246,0,,1431.5,62,-19.3,0.1,14.1,,,,,0.0,-1,+363,OK-native,
SF12,8_20260906_193324.937,2026-09-06 19:33:24.937,4.467,False,,,1,0,1,1,28,-152,0,,1237.1,,,,,,,,,0.0,,,no-anchors,
SF12,9_20260906_195406.514,2026-09-06 19:54:06.514,46.259,False,,,10,0,10,10,877,892,21,next:21,9.6,,,,,,,0.0,15245.0,98.4,+1044,+0,OK-chained,
SF12,10_20260906_195502.355,2026-09-06 19:55:02.355,44345.805,True,,3.94h:-15 3.94h:+15 3.94h:+12 3.95h:+8 3.95h:+4 3.95h:+4 3.95h:+11 3.95h:-2238 3.99h:-12 3.99h:+8 4.00h:-5 4.00h:+11 4.00h:+6 4.00h:+4 4.00h:+10 4.00h:+8 4.00h:-4 4.01h:-19 4.01h:-27 4.01h:+1 4.01h:-7 4.01h:-27 4.01h:-0 4.01h:-41 4.02h:-10 4.02h:+13 4.03h:+2 4.03h:-0 12.11h:+23 12.12h:-1 12.12h:+2 12.12h:-20 12.12h:+13 12.12h:+2 12.12h:+1 12.12h:-21 12.13h:+1 12.13h:+38 12.13h:+2 12.13h:-17 12.13h:+7 12.13h:+1 12.13h:-9 12.14h:+21 12.14h:-2 12.14h:+2 12.14h:+22 12.14h:-0,83,0,21,14,1302,892,0,,1997.6,81,-20.7,0.1,12.9,,,,,0.0,+0,+57679,OK-native,
SF12,0_20260907_084725.760,2026-09-07 08:47:25.760,3.226,False,,,2,0,2,2,16,57649,0,,957.7,,,,,,,,,0.0,,-57272,one-end-only,
SF12,1_20260907_090326.668,2026-09-07 09:03:26.668,63.232,False,,,14,0,14,14,105,377,17,next:17,9.5,,,,,,,-87.1,14234.2,105.4,-57272,-7,OK-chained,
SF12,2_20260907_090439.409,2026-09-07 09:04:39.409,28618.086,False,,4.31h:-3 4.32h:+3 4.32h:-1 4.32h:-6 4.32h:+5 4.32h:+6 4.32h:-2 4.32h:+4 4.33h:+2 4.33h:+3 4.33h:-10 4.33h:-1 4.33h:-4 4.33h:+2 4.33h:-4 4.34h:+12 4.34h:+0 4.34h:-2 4.34h:-7 4.34h:-1 4.34h:-2 4.34h:+7 4.35h:-2,55,0,17,15,1245,371,0,,2385.9,54,-17.5,0.1,5.6,,,,,0.0,-7,+489,OK-native,
SF12,0_20260907_174123.397,2026-09-07 17:41:23.397,8.064,False,,,3,0,3,3,368,362,0,,1070.8,,,,,,,,,0.0,+489,-28,one-end-only,
SF12,1_20260907_175922.250,2026-09-07 17:59:22.250,32.346,False,,,8,0,8,8,919,333,16,next:16,8.7,,,,,,,93.1,21190.3,70.8,-29,+6,OK-chained,
SF12,2_20260907_180003.285,2026-09-07 18:00:03.285,44913.677,True,,5.28h:+18 5.29h:-4 5.29h:-1 5.29h:-2 5.29h:-4 5.29h:+2 5.29h:-1 5.29h:-18 5.30h:+1 5.30h:+16 5.30h:-6 5.30h:-3 5.30h:+15 5.30h:-9,44,0,16,14,2093,340,0,,2415.3,43,-21.6,0.1,8.0,,,,,0.0,+6,+1380,OK-native,
SF12,3_20260908_070852.297,2026-09-08 07:08:52.297,4.442,False,,,2,0,2,2,59,753,0,,1002.5,,,,,,,,,0.0,,-656,one-end-only,
SF12,4_20260908_072539.270,2026-09-08 07:25:39.270,32.998,False,,,8,0,8,8,179,97,26,next:26,12.3,,,,,,,2.6,14695.3,102.1,-656,+0,OK-chained,
SF12,5_20260908_072624.615,2026-09-08 07:26:24.615,41650.816,False,,0.03h:+0 5.23h:+8 5.23h:+8 5.23h:+8 5.23h:+1 5.23h:+13 5.23h:+4 5.24h:+5 5.24h:+11 5.24h:+14 5.24h:+5 5.24h:+4 5.24h:+2 5.24h:+8 5.25h:+2 5.25h:+6 5.25h:+12 5.25h:+17 5.25h:-15,59,0,26,14,454,97,0,,1856.0,55,-19.2,0.1,13.8,,,,,0.0,+0,+355,OK-native,
SF12,6_20260908_193131.395,2026-09-08 19:31:31.395,6.733,False,,,2,0,2,2,545,-353,0,,961.9,,,,,,,,,0.0,,+781,one-end-only,
SF12,7_20260908_194739.984,2026-09-08 19:47:39.984,33.741,False,,,8,0,8,8,128,428,16,next:16,11.2,,,,,,,-14.3,19271.7,77.8,+781,-1,OK-chained,
SF12,8_20260908_194824.915,2026-09-08 19:48:24.915,45215.654,True,,7.59h:-4 7.63h:+4 7.63h:+1 7.63h:-970 7.63h:-481 7.63h:-1494 7.63h:-2553 7.63h:+6 7.64h:+4 7.64h:+13 7.64h:-48 7.64h:-18 7.64h:-51 7.64h:-177 7.64h:-72 7.65h:-23 7.65h:-84 7.65h:+2 7.65h:-48 7.65h:-37,51,0,16,15,0,427,0,,,46,-20.4,0.2,24.7,,,,,0.0,-1,,OK-native,
