animal,session,start,duration_s,crosses_midnight,pc_steps_inside,mid_anchor_resid_ms,n_anchors,n_garbage_dropped,n_native_start,n_native_end,start_delay_ms,off_start_ms,n_borrowed,borrowed_from,gap_to_next_s,n_kept,drift_native_ppm,drift_native_sem_ppm,native_residual_ms,tail_extrap_h,tail_extrap_unc_ms,drift_chained_ppm,chain_unc_ppm,chain_span_s,start_vs_prev_ms,end_vs_next_ms,verdict,step_note
SF08,5_20260908_071754.325,2026-09-08 07:17:54.325,41781.658,False,,5.25h:-21 5.25h:-33 5.25h:+8 5.25h:+7 5.25h:-1 5.25h:+14 5.25h:+9 5.26h:-2 5.26h:-6 5.26h:+5 5.26h:+4 5.26h:-14 5.26h:+12 5.26h:+0 11.53h:-7 11.53h:-13 11.53h:+4 11.53h:-1 11.53h:+3 11.53h:+9 11.53h:-2 11.54h:-5 11.54h:+8 11.54h:-6 11.54h:-7 11.54h:+2 11.54h:+4 11.54h:+7 11.55h:-13 11.55h:+0 11.55h:+6 11.55h:+3,69,0,22,15,2011,247,0,,1297.7,68,-18.8,0.1,8.4,,,,,0.0,-0,+956,OK-native,
SF08,6_20260908_191553.671,2026-09-08 19:15:53.671,8.102,False,,,4,0,4,4,1285,416,0,,1392.9,,,,,,,,,0.0,+956,+69,one-end-only,
SF08,7_20260908_193914.721,2026-09-08 19:39:14.721,33.51,False,,,8,0,8,8,24,485,17,next:17,9.8,,,,,,,-58.8,19839.5,75.6,+69,-5,OK-chained,
SF08,8_20260908_193958.035,2026-09-08 19:39:58.035,45472.307,True,,7.68h:+5 7.68h:-387 7.68h:-67 7.68h:+7 7.68h:+7 7.69h:-3373 7.69h:-365 7.69h:-191 7.69h:+10 7.69h:+13 7.70h:-88 7.70h:+10 7.70h:-6 7.70h:-89 7.70h:-554 7.70h:-367 7.71h:+10 7.71h:+19 7.71h:+17 7.71h:-354 7.71h:-9 7.71h:-732 7.71h:-440 7.72h:-10 7.72h:+10 7.72h:+13 7.72h:+1,61,0,17,17,1416,480,0,,,51,-20.4,0.2,24.4,,,,,0.0,-5,,OK-native,
SF09,0_20260831_070319.133,2026-08-31 07:03:19.133,627.52,False,,,69565,0,28,34901,65,,0,,10.7,,,,,,,,,0.0,,,corrupt,
SF09,1_20260831_071357.350,2026-08-31 07:13:57.350,15324.813,False,,,137457,0,11,70,1830,,0,,27282.3,,,,,,,,,0.0,,,corrupt,
SF09,0_20260831_190404.508,2026-08-31 19:04:04.508,66.138,False,,,15,0,15,15,343,834,9,next:9,12.1,,,,,,,-8.1,15943.8,94.1,,-1,OK-chained,
SF09,1_20260831_190522.711,2026-08-31 19:05:22.711,35.93,False,,,9,0,9,9,2251,833,9,next:9,105.2,,,,,,,-1737.0,9460.9,158.5,-1,-275,OK-chained,
SF09,2_20260831_190743.879,2026-08-31 19:07:43.879,39.565,False,,,9,0,9,9,1378,558,11,next:11,11.2,,,,,,,-38.2,20721.2,72.4,-275,-2,OK-chained,
SF09,3_20260831_190834.640,2026-08-31 19:08:34.640,18983.296,True,,0.19h:-15 0.19h:-10 0.19h:-16 0.77h:+11 0.77h:+10 0.77h:+10 0.77h:+9 0.77h:+4 0.78h:+9 0.78h:-4 0.78h:+5 0.78h:-63 0.78h:-2 0.78h:+17 0.78h:+7 0.79h:-44 0.79h:+14 0.79h:-7 0.79h:-1 0.79h:-7 0.79h:-3 0.79h:+14 0.80h:+12 0.80h:+10 0.80h:-40 0.80h:+16 0.80h:+5 0.80h:-1 0.81h:+0 0.81h:+10 0.81h:+3 0.81h:+3 0.81h:-2 0.81h:+3 0.81h:+11 0.82h:+3 0.82h:+16 0.82h:+1 0.82h:+11 0.82h:-7 0.82h:+0 0.83h:-23 0.83h:-3 0.83h:+11 0.83h:+3 0.83h:+17 0.83h:-8 0.83h:-8 0.84h:-7 0.84h:+11 0.84h:-35 0.84h:+9 0.84h:+1 0.84h:+11 0.84h:+13 0.85h:+17 0.85h:+10 0.85h:-2 0.85h:-3 0.85h:+4 0.85h:+8 0.85h:+7 0.86h:-0 0.86h:+1 0.86h:-4 0.86h:+9 0.86h:+1 0.86h:-0 0.86h:+12 0.86h:+14 0.87h:+14 0.87h:-1 0.87h:-2 0.87h:+3 0.87h:+12 0.87h:+7 0.87h:-2 0.88h:+17 0.88h:+12 0.88h:+5 0.88h:-61 0.88h:-221 0.88h:+11 0.89h:+4 0.89h:-11 0.89h:-42 0.89h:+10 0.89h:-19 0.89h:+11 0.89h:+13 0.90h:+17 0.90h:+11 0.90h:+8 0.90h:+8 0.90h:-14 0.90h:+7 0.90h:-15 0.91h:+7 0.91h:-21 0.91h:-20 0.91h:+3 0.91h:+9 0.91h:+4 0.91h:+5 0.91h:-3 0.92h:+14 0.92h:+8 0.92h:-3 0.92h:-19 0.92h:+13 0.92h:-4 0.92h:-5 0.93h:+14 0.93h:-4 0.93h:+2 0.93h:+8 0.93h:-20 0.93h:+2 0.93h:+13 0.94h:+10 0.94h:+4 0.94h:+5 0.94h:+9 0.94h:+8 0.94h:+12 0.94h:-13 0.95h:+1 0.95h:+8 0.95h:+12 0.95h:+1 0.95h:-14 0.95h:+6 0.95h:+10 0.96h:-1 0.96h:-15 0.96h:-15 0.96h:+9 0.96h:+1 0.96h:-1 0.96h:+5 0.96h:+7 0.97h:+6 0.97h:-1 0.97h:+3 0.97h:+2 0.97h:+16 0.97h:+7 0.97h:+7 0.98h:-10 0.98h:+14 0.98h:+14 0.98h:+13 0.98h:+16 0.98h:-11 0.98h:+12 0.99h:+11 0.99h:+14 0.99h:+8 0.99h:+10 0.99h:-1 0.99h:+15 0.99h:+16 1.00h:+5 1.00h:+10 1.00h:+12 1.00h:+13 1.00h:+15 1.00h:+9 1.00h:-39 1.01h:-40 1.01h:-41 1.01h:-143 1.01h:+10 1.01h:+1 1.01h:-16 1.01h:+5 1.02h:+3 1.02h:+10 1.02h:-26 1.02h:+12 1.02h:+8 1.02h:+3 1.02h:-14 1.03h:-19 1.03h:-34 1.03h:+3 1.03h:-0 1.03h:-77 1.03h:-10 1.03h:-164 1.04h:-80 1.04h:-216 1.04h:+9 1.04h:+12 1.04h:-19 1.04h:-2 1.04h:+12 1.05h:+6 1.05h:+3 1.05h:+10 1.05h:+12 1.05h:+9 1.05h:-16 1.05h:+11 1.06h:-6 1.06h:+12 1.06h:+7 1.06h:+12 1.06h:+6 1.06h:+8 1.06h:+9 1.06h:+4 1.07h:+3 1.07h:+10 1.07h:+9 1.07h:-19 1.07h:-1503 1.07h:-163 1.07h:+6 1.08h:-8313 1.08h:-38 1.08h:+1 1.08h:-1938 1.08h:-1435,237,0,11,2,0,556,0,,16.4,229,-24.5,0.7,18.3,,,,,0.0,-2,-2,OK-native,
SF09,4_20260901_002514.385,2026-09-01 00:25:14.385,11353.958,False,,,13,0,9,0,0,88,0,,7728.9,,,,,,,,,0.0,-2,,one-end-only,
SF09,5_20260901_054317.203,2026-09-01 05:43:17.203,76.198,False,,,4,0,4,4,364,1005,0,,7803.5,,,,,,,,,0.0,,,one-end-only,
SF09,0_20260901_075436.934,2026-09-01 07:54:36.934,43.546,False,,,474,0,474,474,104,,0,,12.5,,,,,,,,,0.0,,,corrupt,
SF09,1_20260901_075532.964,2026-09-01 07:55:32.964,18114.176,False,,0.17h:-291 0.18h:-6,11,0,7,2,33,230,0,,16.0,10,-26.8,0.3,6.3,,,,,0.0,,+7,OK-native,
SF09,2_20260901_125743.131,2026-09-01 12:57:43.131,15419.904,False,2026-09-01 13:09:12:+2.549s@689s,2.24h:-32 2.24h:+11 2.24h:-1061,16,0,8,5,0,-250,0,,19.6,15,-27.5,0.5,13.3,,,,,0.0,+7,+2573,OK-native (PC step modelled),
SF09,3_20260901_171502.588,2026-09-01 17:15:02.588,3971.328,False,,,18,0,10,8,0,1896,0,,4279.1,18,-32.1,1.7,13.0,,,,,0.0,+2573,-965,OK-native,
SF09,4_20260901_193233.034,2026-09-01 19:32:33.034,37.645,False,,,8,0,8,8,672,803,10,next:10,19.7,,,,,,,-79.1,19878.2,75.5,-965,-6,OK-chained,
SF09,5_20260901_193330.365,2026-09-01 19:33:30.365,13743.629,False,,,14,0,10,4,672,797,0,,12.0,14,-28.5,0.6,13.6,,,,,0.0,-6,+29,OK-native,
SF09,6_20260901_232245.983,2026-09-01 23:22:45.983,25383.654,True,,,15,0,9,6,1151,429,0,,12.1,14,-26.9,0.2,9.0,,,,,0.0,+29,-6,OK-native,
SF09,7_20260902_062601.722,2026-09-02 06:26:01.722,3804.89,False,,,10,0,8,2,1262,-252,0,,2707.0,10,-25.2,3.7,15.9,,,,,0.0,-6,+480,OK-native,
SF09,8_20260902_081433.629,2026-09-02 08:14:33.629,3.341,False,,,2,0,2,2,499,125,0,,891.4,,,,,,,,,0.0,,+258,one-end-only,
SF09,9_20260902_082928.325,2026-09-02 08:29:28.325,38.579,False,,,8,0,8,8,427,384,9,next:9,8.4,,,,,,,6.3,23483.7,63.9,+258,+0,OK-chained,
SF09,10_20260902_083015.335,2026-09-02 08:30:15.335,30482.854,False,,3.55h:-6 3.55h:-28 3.56h:-4 3.56h:-15 3.56h:-18 3.56h:+16 3.56h:-14 3.56h:-12 3.56h:-10 3.57h:+8 3.57h:+16,24,0,9,4,0,384,0,,8.4,24,-26.0,0.3,12.5,,,,,0.0,+0,+1,OK-native,
SF09,11_20260902_165826.634,2026-09-02 16:58:26.634,4531.878,False,,,22,0,14,8,0,-403,0,,1089.7,22,-26.7,0.7,7.0,,,,,0.0,+1,+29,OK-native,
SF09,12_20260902_183208.214,2026-09-02 18:32:08.214,5.747,False,,,2,0,2,2,754,-496,0,,1896.4,,,,,,,,,0.0,,+1199,one-end-only,
SF09,13_20260902_190350.404,2026-09-02 19:03:50.404,31.014,False,,,7,0,7,7,252,703,8,next:8,7.2,,,,,,,55.0,28558.6,52.5,+1199,+3,OK-chained,
SF09,14_20260902_190428.646,2026-09-02 19:04:28.646,32.589,False,,,8,0,8,8,0,706,8,next:8,7.3,,,,,,,-151.6,27630.7,54.3,+3,-9,OK-chained,
SF09,15_20260902_190508.575,2026-09-02 19:05:08.575,18790.349,True,,4.69h:+9 4.69h:-0 4.69h:+0 4.69h:-10 4.69h:-4 4.69h:-10 4.69h:-10 4.69h:-0 4.70h:+1 4.70h:+5 4.70h:-0 4.70h:-27 4.70h:+11 4.70h:-1 4.70h:-8 4.71h:-6 4.71h:+1 4.71h:+0 4.71h:-9 4.71h:-21,45,0,8,17,0,697,0,,9.6,45,-27.7,0.2,10.0,,,,,0.0,-9,+11,OK-native,
SF09,16_20260903_001828.515,2026-09-03 00:18:28.515,23291.302,False,,,39,0,18,21,1153,190,0,,2182.9,38,-26.3,0.1,7.3,,,,,0.0,+11,-1989,OK-native,
SF09,0_20260903_072302.755,2026-09-03 07:23:02.755,4.838,False,,,3,0,3,3,1306,-2410,0,,1983.5,,,,,,,,,0.0,-1989,+3332,one-end-only,
SF09,1_20260903_075611.131,2026-09-03 07:56:11.131,33.408,False,,,8,0,8,8,28,923,15,next:15,10.8,,,,,,,-53.5,20953.8,71.6,+3333,-3,OK-chained,
SF09,2_20260903_075655.297,2026-09-03 07:56:55.297,31368.256,False,2026-09-03 13:56:01:+1.280s@21546s,,31,0,15,16,1355,919,0,,2910.5,30,-25.2,0.2,10.9,2.04,1.3,,,0.0,-3,,"OK-native (PC step modelled) [last touch 6.7 h, tail 2.0 h extrapolated]",
SF09,0_20260903_172814.047,2026-09-03 17:28:14.047,4.838,False,,,3,0,3,3,67,208,0,,1721.5,,,,,,,,,0.0,,+148,one-end-only,
SF09,1_20260903_175700.435,2026-09-03 17:57:00.435,34.765,False,,,8,0,8,8,780,356,11,next:11,7.6,,,,,,,-82.4,23581.0,63.6,+148,-7,OK-chained,
SF09,2_20260903_175742.843,2026-09-03 17:57:42.843,50.266,False,,,11,0,11,11,0,348,19,next:19,7.3,,,,,,,8.2,15588.7,96.2,-7,+1,OK-chained,
SF09,3_20260903_175840.384,2026-09-03 17:58:40.384,47740.838,True,,,55,1233,19,36,708,349,0,,3567.2,54,-26.8,0.1,8.2,7.1,2.8,,,0.0,+1,,"OK-native [last touch 6.2 h, tail 7.1 h extrapolated]",
SF09,4_20260904_081348.459,2026-09-04 08:13:48.459,31.27,False,,,7,0,7,7,218,254,14,next:14,6.8,,,,,,,39.2,22403.5,67.0,,+3,OK-chained,
SF09,5_20260904_081426.496,2026-09-04 08:14:26.496,40688.666,False,,4.55h:+9 4.55h:+8 4.55h:-7 4.55h:-9 4.55h:-12 4.56h:+18 4.56h:+9 4.56h:-18 4.56h:+5 4.56h:-3 4.56h:-101 4.56h:+13 4.57h:-13 4.57h:+13 4.57h:-7 4.57h:+22 4.57h:+18 4.57h:+20 4.57h:+18 4.58h:+15 4.58h:-9 4.58h:+3 4.58h:-111 4.61h:+9 4.61h:-11 4.61h:-17 4.62h:+11 4.62h:-20 4.62h:-16 4.62h:-9 4.62h:+11 4.62h:-44 4.62h:-3 4.63h:-1 4.63h:-32 4.63h:-8 4.63h:+2 9.57h:+16 9.57h:-12 9.57h:-15 9.57h:+14 9.58h:-9 9.58h:+10 9.58h:+12 9.58h:-7 9.58h:-14 9.58h:-15 9.58h:-12 9.59h:-23 9.59h:-17 9.59h:-10 9.59h:-27,85,0,14,19,0,257,0,,1942.5,85,-26.2,0.2,22.6,,,,,0.0,+3,+1672,OK-native,
SF09,6_20260904_200457.699,2026-09-04 20:04:57.699,5.082,False,,,2,0,2,2,490,867,0,,1062.2,,,,,,,,,0.0,,-532,one-end-only,
SF09,7_20260904_202245.030,2026-09-04 20:22:45.030,32.371,False,,,8,0,8,8,28,336,13,next:13,7.0,,,,,,,-73.7,22601.0,66.4,-532,-6,OK-chained,
SF09,8_20260904_202324.405,2026-09-04 20:23:24.405,44117.389,True,,4.26h:+8 4.26h:+12 4.26h:+7 4.26h:+13 4.26h:-13 4.27h:+11 4.27h:+3 4.27h:+9 4.27h:-4 4.27h:+7 4.27h:+6 4.27h:+3 4.28h:+1 10.77h:+13 10.78h:-20 10.78h:-12 10.78h:-5 10.78h:-11 10.78h:-14 10.78h:-4 10.78h:-29 10.79h:-11 10.79h:+19 10.79h:-12 10.79h:-25 10.79h:-18 10.79h:-16 10.79h:-23 10.80h:-10 10.80h:-14 10.80h:-13 10.80h:-9 10.80h:-13 10.80h:-11 10.80h:+1 10.81h:+5 10.81h:-3 10.81h:+7 10.81h:-2 11.67h:+13 11.68h:+36 11.68h:+33 11.68h:+27 11.68h:+35 11.68h:+26 11.68h:+2 11.68h:+16 11.69h:+31 11.69h:+3 11.69h:+5 11.69h:+22 11.69h:-17 11.69h:+6 11.69h:-5,82,0,13,15,1580,330,0,,1611.4,82,-27.4,0.1,13.5,,,,,0.0,-6,-163595,OK-native,
SF09,0_20260905_090533.177,2026-09-05 09:05:33.177,6.451,False,,,4,0,4,4,1306,-164473,2,next:2,167.7,,,,,,,940825.4,8561.4,175.2,-163595,+164833,inconsistent,
SF09,1_20260905_090827.360,2026-09-05 09:08:27.360,6.016,False,,,2,0,2,2,518,360,4,prev:4,2273.5,,,,,,,690904348.8,8755.5,171.3,,+532,inconsistent,
SF09,2_20260905_094626.859,2026-09-05 09:46:26.859,31.706,False,,,7,0,7,7,1024,892,16,next:16,7.0,,,,,,,23.1,21248.9,70.6,+532,+2,OK-chained,
SF09,3_20260905_094705.608,2026-09-05 09:47:05.608,29879.091,False,,4.58h:+10 4.58h:-12 4.58h:+15 4.58h:+14 4.58h:+18 4.58h:-32 4.59h:-13 4.59h:-15 4.59h:-32 4.59h:+13 4.59h:-20 4.59h:-13 4.59h:-14 4.60h:-9 4.60h:-10 7.65h:+20 7.65h:-2 7.65h:-7 7.65h:+26 7.65h:-9 7.65h:+4 7.66h:-8 7.66h:-7 7.66h:-6 7.66h:+22 7.66h:-10 7.66h:-15 7.66h:-8 7.67h:-23 7.67h:+5 7.67h:-4 7.67h:+13,62,0,16,14,399,893,0,,1391.7,61,-25.2,0.1,12.2,,,,,0.0,+2,-135119,OK-native,
SF09,0_20260905_182816.369,2026-09-05 18:28:16.369,6.451,False,,,4,0,4,4,28,-134974,2,next:2,194.5,,,,,,,674763.3,7449.9,201.3,-135119,+135860,inconsistent,
SF09,1_20260905_183137.335,2026-09-05 18:31:37.335,3.021,False,,,2,0,2,2,808,886,4,prev:4,1307.5,,,,,,,617736468.3,7658.5,195.9,,-448,inconsistent,
SF09,2_20260905_185327.844,2026-09-05 18:53:27.844,47.373,False,,,10,0,10,10,540,437,16,next:16,7.0,,,,,,,-8.3,17409.6,86.2,-448,-1,OK-chained,
SF09,3_20260905_185422.206,2026-09-05 18:54:22.206,43476.762,True,,5.52h:+5 5.52h:-19 5.53h:+7 5.53h:+12 5.53h:-15 5.53h:+14 5.53h:-17 5.53h:-3 5.54h:-16 5.54h:+9 5.54h:+9 5.54h:+20 5.54h:+15 5.54h:-12 5.55h:-16 5.55h:+10 5.55h:+13 5.55h:+4 5.55h:+12 5.55h:-14 5.55h:+3 5.56h:+17,53,0,16,15,427,437,0,,2673.0,52,-26.9,0.1,11.8,,,,,0.0,-1,+778,OK-native,
SF09,4_20260906_074331.963,2026-09-06 07:43:31.963,1.613,False,,,1,0,1,1,18,39,0,,1043.9,,,,,,,,,0.0,,,no-anchors,
SF09,5_20260906_080057.451,2026-09-06 08:00:57.451,32.614,False,,,7,0,7,7,826,630,8,next:8,7.9,,,,,,,-50.8,29422.3,51.0,+591,-3,OK-chained,
SF09,6_20260906_080138.006,2026-09-06 08:01:38.006,31.155,False,,,8,0,8,8,1111,627,17,next:17,7.5,,,,,,,0.0,20569.7,72.9,-3,+0,OK-chained,
SF09,7_20260906_080216.656,2026-09-06 08:02:16.656,39781.056,False,,7.54h:-4 7.54h:-17 7.54h:-6 7.54h:+6 7.54h:-24 7.54h:-8 7.54h:-14 7.55h:+15 7.55h:-7 7.55h:-11 7.55h:-21 7.55h:-30 7.55h:-13 7.55h:-15,46,0,17,15,425,627,0,,1151.8,45,-25.8,0.1,12.6,,,,,0.0,+0,+1228,OK-native,
SF09,8_20260906_192429.559,2026-09-06 19:24:29.559,8.691,False,,,3,0,3,3,1098,830,0,,1231.3,,,,,,,,,0.0,+1228,-327,one-end-only,
SF09,9_20260906_194509.557,2026-09-06 19:45:09.557,33.229,False,,,9,0,9,9,1137,502,8,next:8,11.9,,,,,,,-32.0,27094.1,55.4,-327,-2,OK-chained,
SF09,10_20260906_194554.666,2026-09-06 19:45:54.666,32.166,False,,,8,0,8,8,1190,500,18,next:18,8.0,,,,,,,20.8,19928.9,75.3,-2,+2,OK-chained,
SF09,11_20260906_194634.836,2026-09-06 19:46:34.836,44565.709,True,,4.00h:+4 4.00h:-21 4.00h:-16 4.00h:+9 4.01h:-21 4.01h:+17 4.01h:-16 4.01h:-16 4.01h:+12 4.01h:-195 4.01h:-23 4.02h:-32 4.02h:-16 4.02h:-38 11.02h:+10 11.02h:-14 11.02h:-17 11.03h:+19 11.03h:+7 11.03h:-17 11.03h:+10 11.03h:+7 11.03h:-13 11.03h:-15 11.03h:-7 11.04h:-13 11.04h:+9 11.04h:-30 11.04h:-24 11.04h:-15 11.04h:-11 11.04h:-8 11.05h:+11 12.21h:+19 12.21h:-17 12.21h:+4 12.21h:+24 12.21h:-5 12.21h:-0 12.22h:+1 12.22h:-4 12.22h:+5 12.22h:+19 12.22h:-2 12.22h:-0 12.22h:-0 12.22h:-6,79,0,18,14,1278,502,0,,1740.5,77,-27.1,0.1,14.3,,,,,0.0,+1,+1485,OK-native,
SF09,0_20260907_083821.055,2026-09-07 08:38:21.055,4.838,False,,,3,0,3,3,75,778,0,,1140.2,,,,,,,,,0.0,+1485,-220,one-end-only,
SF09,1_20260907_085726.079,2026-09-07 08:57:26.079,66.112,False,,,14,0,14,14,272,557,15,next:15,8.8,,,,,,,-51.2,14284.4,105.0,-220,-6,OK-chained,
SF09,2_20260907_085841.028,2026-09-07 08:58:41.028,28704.653,False,,4.35h:+13 4.35h:-5 4.35h:-3 4.35h:-7 4.36h:-3 4.36h:-5 4.36h:-58 4.36h:-4 4.36h:+6 4.36h:+25 4.36h:+12 4.36h:-6 4.37h:-3 4.37h:+6,43,0,15,14,37,551,0,,1573.5,43,-24.8,0.2,12.7,,,,,0.0,-6,+295,OK-native,
SF09,0_20260907_172319.145,2026-09-07 17:23:19.145,4.838,False,,,3,0,3,3,98,138,0,,1779.9,,,,,,,,,0.0,+295,+230,one-end-only,
SF09,1_20260907_175303.871,2026-09-07 17:53:03.871,32.0,False,,,7,0,7,7,133,368,9,next:9,14.6,,,,,,,-37.6,25114.1,59.7,+230,-3,OK-chained,
SF09,2_20260907_175350.496,2026-09-07 17:53:50.496,33.216,False,,,9,0,9,9,2531,365,15,next:15,12.0,,,,,,,-45.7,20518.7,73.1,-3,-3,OK-chained,
SF09,3_20260907_175435.676,2026-09-07 17:54:35.676,45063.206,True,,5.49h:-1 5.50h:-3587 5.50h:+8 5.50h:-1437 5.59h:+10 5.59h:+19 5.59h:+13 5.60h:+10 5.60h:-26 5.60h:+0 5.60h:+1 5.60h:+8 5.60h:+8 5.60h:+18 5.61h:+19 5.61h:+18 5.61h:+0 5.61h:-34 11.22h:-2 11.22h:+3 11.22h:-1089 11.22h:+13 11.22h:+9 11.22h:+17 11.23h:+12 11.23h:+11 11.23h:+14 11.23h:+13 11.23h:-28 11.23h:-24 11.23h:+17 11.24h:-17 11.24h:+0 11.24h:-14 11.24h:+3 11.24h:+17 11.24h:+12 11.24h:+17 11.24h:+16 11.25h:+10 11.25h:+11,70,0,15,14,1102,362,0,,1980.4,66,-27.1,0.1,14.1,,,,,0.0,-3,-338,OK-native,
SF09,4_20260908_065839.235,2026-09-08 06:58:39.235,3.635,False,,,2,0,2,2,742,-1202,0,,1290.6,,,,,,,,,0.0,,+1371,one-end-only,
SF09,5_20260908_072013.430,2026-09-08 07:20:13.430,34.714,False,,,8,0,8,8,1364,169,16,next:16,9.2,,,,,,,-13.9,19186.7,78.2,+1371,-1,OK-chained,
SF09,6_20260908_072057.385,2026-09-08 07:20:57.385,41786.701,False,,5.22h:+13 5.22h:-13 5.22h:-12 5.22h:-8 5.22h:-13 5.22h:+12 5.22h:-10 5.22h:-12 5.23h:-13 5.23h:-5 5.23h:-11 5.23h:-5 5.23h:-4 5.23h:-13 5.23h:-5 5.24h:-3 5.24h:-1 5.24h:-22 5.24h:-3 5.24h:-11 5.24h:-14 5.24h:-4 5.25h:-11,53,0,16,14,0,168,0,,1376.9,53,-25.8,0.1,9.4,,,,,0.0,-1,+1666,OK-native,
SF09,7_20260908_192020.964,2026-09-08 19:20:20.964,13.184,False,,,4,0,4,4,29,757,0,,1314.5,,,,,,,,,0.0,+1667,-65,one-end-only,
SF09,8_20260908_194228.662,2026-09-08 19:42:28.662,32.486,False,,,8,0,8,8,26,693,15,next:15,11.4,,,,,,,11.3,19763.7,75.9,-65,+1,OK-chained,
SF09,9_20260908_194312.545,2026-09-08 19:43:12.545,45356.518,True,,7.65h:-9 7.65h:+13 7.65h:+7 7.66h:+11 7.66h:-2 7.66h:+6 7.66h:-9 7.66h:-2 7.66h:+11 7.66h:+6 7.67h:+12 7.67h:+7 7.67h:+8 7.67h:+9 7.67h:-358 7.68h:-27 7.68h:+3 7.68h:+9 7.68h:+5,48,0,15,14,0,694,0,,,47,-26.6,0.1,8.9,,,,,0.0,+1,,OK-native,
SF10,0_20260831_070700.822,2026-08-31 07:07:00.822,617.843,False,,,0,1001,0,0,,,0,,149.3,,,,,,,,,0.0,,,no-anchors,
SF10,1_20260831_071948.008,2026-08-31 07:19:48.008,14812.595,False,,,123390,0,13,2,2240,,0,,27796.0,,,,,,,,,0.0,,,corrupt,
SF10,0_20260831_190956.580,2026-08-31 19:09:56.580,35.482,False,,,8,0,8,8,27,293,10,next:10,13.2,,,,,,,-60.8,23258.5,64.5,,-4,OK-chained,
SF10,1_20260831_191045.259,2026-08-31 19:10:45.259,2686.362,False,,,15,0,10,5,904,289,0,,59.4,14,-19.8,1.3,5.8,,,,,0.0,-4,-13,OK-native,
